"velocity_vectors:0","velocity_vectors:1","velocity_vectors:2","another_vector_set:0","another_vector_set:1","another_vector_set:2","EinLustigerSkalar","Points:0","Points:1","Points:2"
-0.079723,-0.046173,0.99575,-0.79723,-0.092346,0.99575,1,6.5e-008,8.5e-008,9.5e-008
0.12677,-0.024046,0.99164,1.2677,-0.048091,0.99164,1,6.5e-008,9.5e-008,9.5e-008
0.22692,-0.030148,0.97345,2.2692,-0.060296,0.97345,1,6.5e-008,1.05e-007,9.5e-008
-0.35122,-0.4248,0.83438,-3.5122,-0.8496,0.83438,1,7.5e-008,7.5e-008,9.5e-008
-0.32904,-0.32656,0.88606,-3.2904,-0.65312,0.88606,1,7.5e-008,6.5e-008,9.5e-008
-0.20552,-0.43637,0.87598,-2.0552,-0.87275,0.87598,1,7.5e-008,8.5e-008,9.5e-008
0.10302,-0.29976,0.94844,1.0302,-0.59952,0.94844,1,7.5e-008,9.5e-008,9.5e-008
-0.50178,-0.84902,-0.16551,-5.0178,-1.698,-0.16551,1,8.5e-008,7.5e-008,9.5e-008
-0.3902,0.33439,0.85786,-3.902,0.66879,0.85786,1,8.5e-008,6.5e-008,9.5e-008
-0.40127,-0.91268,-0.077488,-4.0127,-1.8254,-0.077488,1,8.5e-008,8.5e-008,9.5e-008
0.0086336,-0.46687,-0.88428,0.086336,-0.93374,-0.88428,1,8.5e-008,9.5e-008,9.5e-008
0.080561,-0.26942,-0.95965,0.80561,-0.53885,-0.95965,1,9.5e-008,7.5e-008,9.5e-008
0.22763,-0.17255,-0.95834,2.2763,-0.34509,-0.95834,1,9.5e-008,6.5e-008,9.5e-008
-0.21477,-0.37556,-0.90157,-2.1477,-0.75112,-0.90157,1,9.5e-008,8.5e-008,9.5e-008
-0.34076,-0.36679,-0.86565,-3.4076,-0.73358,-0.86565,1,9.5e-008,9.5e-008,9.5e-008
-0.70006,0.32281,-0.63696,-7.0006,0.64562,-0.63696,1,9.5e-008,5.5e-008,9.5e-008
0.21724,-0.013576,-0.97602,2.1724,-0.027153,-0.97602,1,1.05e-007,6.5e-008,9.5e-008
0.45304,-0.09231,-0.8867,4.5304,-0.18462,-0.8867,1,1.05e-007,5.5e-008,9.5e-008
0.10409,-0.0017521,-0.99457,1.0409,-0.0035041,-0.99457,1,1.05e-007,7.5e-008,9.5e-008
-0.096617,-0.024324,-0.99502,-0.96617,-0.048648,-0.99502,1,1.05e-007,8.5e-008,9.5e-008
-0.24381,-0.075534,-0.96688,-2.4381,-0.15107,-0.96688,1,1.05e-007,9.5e-008,9.5e-008
-0.32055,-0.27966,-0.90501,-3.2055,-0.55932,-0.90501,1,9.5e-008,1.05e-007,9.5e-008
-0.28373,-0.10458,-0.95318,-2.8373,-0.20916,-0.95318,1,1.05e-007,1.05e-007,9.5e-008
0.17303,0.083926,-0.98133,1.7303,0.16785,-0.98133,1,1.15e-007,6.5e-008,9.5e-008
0.45692,-0.68248,0.57048,4.5692,-1.365,0.57048,1,1.15e-007,5.5e-008,9.5e-008
0.086153,0.11239,-0.98992,0.86153,0.22478,-0.98992,1,1.15e-007,7.5e-008,9.5e-008
-0.050339,0.10996,-0.99266,-0.50339,0.21992,-0.99266,1,1.15e-007,8.5e-008,9.5e-008
-0.16993,0.069813,-0.98298,-1.6993,0.13963,-0.98298,1,1.15e-007,9.5e-008,9.5e-008
-0.22976,0.021725,-0.97301,-2.2976,0.043449,-0.97301,1,1.15e-007,1.05e-007,9.5e-008
0.061909,0.15608,-0.9858,0.61909,0.31215,-0.9858,1,1.25e-007,7.5e-008,9.5e-008
0.12247,0.13566,-0.98316,1.2247,0.27132,-0.98316,1,1.25e-007,6.5e-008,9.5e-008
-0.032366,0.15781,-0.98694,-0.32366,0.31563,-0.98694,1,1.25e-007,8.5e-008,9.5e-008
-0.12267,0.13032,-0.98385,-1.2267,0.26063,-0.98385,1,1.25e-007,9.5e-008,9.5e-008
0.82341,0.4499,0.34581,8.2341,0.89979,0.34581,1,3.5e-008,6.5e-008,1.05e-007
0.00097622,0.026122,0.99966,0.0097622,0.052243,0.99966,1,3.5e-008,7.5e-008,1.05e-007
-0.10635,0.14763,0.98331,-1.0635,0.29526,0.98331,1,4.5e-008,7.5e-008,1.05e-007
-0.1744,0.10532,0.97903,-1.744,0.21063,0.97903,1,4.5e-008,6.5e-008,1.05e-007
-0.0053598,0.18169,0.98334,-0.053598,0.36338,0.98334,1,3.5e-008,8.5e-008,1.05e-007
-0.003276,0.16978,0.98548,-0.03276,0.33956,0.98548,1,4.5e-008,8.5e-008,1.05e-007
-0.10691,-0.98993,-0.092786,-1.0691,-1.9799,-0.092786,1,3.5e-008,9.5e-008,1.05e-007
0.098186,0.15845,0.98247,0.98186,0.31689,0.98247,1,4.5e-008,9.5e-008,1.05e-007
0.13803,0.35067,0.92627,1.3803,0.70134,0.92627,1,4.5e-008,5.5e-008,1.05e-007
-0.22495,0.035176,0.97374,-2.2495,0.070352,0.97374,1,5.5e-008,6.5e-008,1.05e-007
0.71749,-0.612,0.33266,7.1749,-1.224,0.33266,1,5.5e-008,5.5e-008,1.05e-007
-0.14749,0.085158,0.98539,-1.4749,0.17032,0.98539,1,5.5e-008,7.5e-008,1.05e-007
-0.0052865,0.11673,0.99315,-0.052865,0.23345,0.99315,1,5.5e-008,8.5e-008,1.05e-007
0.13851,0.10321,0.98497,1.3851,0.20642,0.98497,1,5.5e-008,9.5e-008,1.05e-007
0.16255,0.12764,0.97841,1.6255,0.25528,0.97841,1,4.5e-008,1.05e-007,1.05e-007
0.2163,0.066388,0.97407,2.163,0.13278,0.97407,1,5.5e-008,1.05e-007,1.05e-007
-0.27647,-0.10073,0.95573,-2.7647,-0.20146,0.95573,1,6.5e-008,6.5e-008,1.05e-007
-0.86336,0.46397,0.19837,-8.6336,0.92794,0.19837,1,6.5e-008,5.5e-008,1.05e-007
-0.20909,-0.071762,0.97526,-2.0909,-0.14352,0.97526,1,6.5e-008,7.5e-008,1.05e-007
-0.020226,-0.035757,0.99916,-0.20226,-0.071513,0.99916,1,6.5e-008,8.5e-008,1.05e-007
0.18281,-0.03451,0.98254,1.8281,-0.069019,0.98254,1,6.5e-008,9.5e-008,1.05e-007
0.26739,-0.048065,0.96239,2.6739,-0.09613,0.96239,1,6.5e-008,1.05e-007,1.05e-007
-0.27727,-0.41101,0.86844,-2.7727,-0.82202,0.86844,1,7.5e-008,7.5e-008,1.05e-007
-0.29966,-0.30395,0.90433,-2.9966,-0.60789,0.90433,1,7.5e-008,6.5e-008,1.05e-007
-0.073687,-0.45431,0.88779,-0.73687,-0.90861,0.88779,1,7.5e-008,8.5e-008,1.05e-007
0.19792,-0.335,0.9212,1.9792,-0.66999,0.9212,1,7.5e-008,9.5e-008,1.05e-007
-0.69119,0.52265,-0.49908,-6.9119,1.0453,-0.49908,1,8.5e-008,7.5e-008,1.05e-007
0.058013,-0.86186,0.50382,0.58013,-1.7237,0.50382,1,8.5e-008,6.5e-008,1.05e-007
-0.17496,-0.98082,-0.085885,-1.7496,-1.9616,-0.085885,1,8.5e-008,8.5e-008,1.05e-007
-0.98486,-0.15921,-0.068602,-9.8486,-0.31841,-0.068602,1,8.5e-008,9.5e-008,1.05e-007
0.17635,-0.3002,-0.93743,1.7635,-0.6004,-0.93743,1,9.5e-008,7.5e-008,1.05e-007
0.2808,-0.20355,-0.93793,2.808,-0.40709,-0.93793,1,9.5e-008,6.5e-008,1.05e-007
-0.098875,-0.38341,-0.91827,-0.98875,-0.76682,-0.91827,1,9.5e-008,8.5e-008,1.05e-007
-0.28133,-0.34747,-0.89449,-2.8133,-0.69493,-0.89449,1,9.5e-008,9.5e-008,1.05e-007
0.62802,-0.38175,-0.67813,6.2802,-0.7635,-0.67813,1,9.5e-008,5.5e-008,1.05e-007
0.25782,-0.029333,-0.96575,2.5782,-0.058666,-0.96575,1,1.05e-007,6.5e-008,1.05e-007
-0.40289,-0.23316,-0.88505,-4.0289,-0.46631,-0.88505,1,1.05e-007,5.5e-008,1.05e-007
0.15821,-0.0079978,-0.98737,1.5821,-0.015996,-0.98737,1,1.05e-007,7.5e-008,1.05e-007
-0.044121,-0.010289,-0.99897,-0.44121,-0.020578,-0.99897,1,1.05e-007,8.5e-008,1.05e-007
-0.21547,-0.04996,-0.97523,-2.1547,-0.099921,-0.97523,1,1.05e-007,9.5e-008,1.05e-007
-0.29804,-0.25588,-0.91962,-2.9804,-0.51176,-0.91962,1,9.5e-008,1.05e-007,1.05e-007
-0.27299,-0.081618,-0.95855,-2.7299,-0.16324,-0.95855,1,1.05e-007,1.05e-007,1.05e-007
0.20398,0.080718,-0.97564,2.0398,0.16144,-0.97564,1,1.15e-007,6.5e-008,1.05e-007
0.19999,-0.60813,-0.76823,1.9999,-1.2163,-0.76823,1,1.15e-007,5.5e-008,1.05e-007
0.11839,0.11711,-0.98604,1.1839,0.23423,-0.98604,1,1.15e-007,7.5e-008,1.05e-007
-0.023364,0.12541,-0.99183,-0.23364,0.25082,-0.99183,1,1.15e-007,8.5e-008,1.05e-007
-0.15483,0.090622,-0.98378,-1.5483,0.18124,-0.98378,1,1.15e-007,9.5e-008,1.05e-007
-0.22313,0.0413,-0.97391,-2.2313,0.082601,-0.97391,1,1.15e-007,1.05e-007,1.05e-007
0.08297,0.16494,-0.98281,0.8297,0.32987,-0.98281,1,1.25e-007,7.5e-008,1.05e-007
0.14727,0.13888,-0.9793,1.4727,0.27777,-0.9793,1,1.25e-007,6.5e-008,1.05e-007
-0.016534,0.17194,-0.98497,-0.16534,0.34388,-0.98497,1,1.25e-007,8.5e-008,1.05e-007
-0.11302,0.14715,-0.98264,-1.1302,0.29431,-0.98264,1,1.25e-007,9.5e-008,1.05e-007
-0.50065,-0.058298,0.86368,-5.0065,-0.1166,0.86368,1,3.5e-008,6.5e-008,1.15e-007
-0.67942,0.24784,0.69063,-6.7942,0.49569,0.69063,1,3.5e-008,7.5e-008,1.15e-007
-0.099648,0.16372,0.98146,-0.99648,0.32745,0.98146,1,4.5e-008,7.5e-008,1.15e-007
-0.17239,0.12191,0.97746,-1.7239,0.24382,0.97746,1,4.5e-008,6.5e-008,1.15e-007
0.0051328,0.1953,0.98073,0.051328,0.39061,0.98073,1,3.5e-008,8.5e-008,1.15e-007
0.010845,0.18322,0.98301,0.10845,0.36644,0.98301,1,4.5e-008,8.5e-008,1.15e-007
0.83147,-0.55193,-0.063503,8.3147,-1.1039,-0.063503,1,3.5e-008,9.5e-008,1.15e-007
0.11782,0.16677,0.97893,1.1782,0.33354,0.97893,1,4.5e-008,9.5e-008,1.15e-007
-0.17095,0.98109,0.090817,-1.7095,1.9622,0.090817,1,4.5e-008,5.5e-008,1.15e-007
-0.22361,0.052059,0.97329,-2.2361,0.10412,0.97329,1,5.5e-008,6.5e-008,1.15e-007
-0.24523,-0.012987,0.96938,-2.4523,-0.025973,0.96938,1,5.5e-008,5.5e-008,1.15e-007
-0.13602,0.10318,0.98532,-1.3602,0.20635,0.98532,1,5.5e-008,7.5e-008,1.15e-007
0.01863,0.12908,0.99146,0.1863,0.25815,0.99146,1,5.5e-008,8.5e-008,1.15e-007
0.16714,0.10583,0.98024,1.6714,0.21167,0.98024,1,5.5e-008,9.5e-008,1.15e-007
0.18569,0.1305,0.9739,1.8569,0.261,0.9739,1,4.5e-008,1.05e-007,1.15e-007
0.24369,0.062747,0.96782,2.4369,0.12549,0.96782,1,5.5e-008,1.05e-007,1.15e-007
-0.27237,-0.082245,0.95867,-2.7237,-0.16449,0.95867,1,6.5e-008,6.5e-008,1.15e-007
0.51293,0.4462,-0.73335,5.1293,0.8924,-0.73335,1,6.5e-008,5.5e-008,1.15e-007
-0.18586,-0.051784,0.98121,-1.8586,-0.10357,0.98121,1,6.5e-008,7.5e-008,1.15e-007
0.025505,-0.027662,0.99929,0.25505,-0.055323,0.99929,1,6.5e-008,8.5e-008,1.15e-007
0.22652,-0.043379,0.97304,2.2652,-0.086759,0.97304,1,6.5e-008,9.5e-008,1.15e-007
0.29969,-0.062877,0.95196,2.9969,-0.12575,0.95196,1,6.5e-008,1.05e-007,1.15e-007
-0.22433,-0.39549,0.89066,-2.2433,-0.79097,0.89066,1,7.5e-008,7.5e-008,1.15e-007
-0.28484,-0.28532,0.91513,-2.8484,-0.57064,0.91513,1,7.5e-008,6.5e-008,1.15e-007
0.026471,-0.45881,0.88814,0.26471,-0.91761,0.88814,1,7.5e-008,8.5e-008,1.15e-007
0.26564,-0.35781,0.89522,2.6564,-0.71561,0.89522,1,7.5e-008,9.5e-008,1.15e-007
-0.48427,-0.68094,-0.54937,-4.8427,-1.3619,-0.54937,1,8.5e-008,7.5e-008,1.15e-007
0.019853,-0.98721,0.15818,0.19853,-1.9744,0.15818,1,8.5e-008,6.5e-008,1.15e-007
-0.00050358,-0.99583,-0.091256,-0.0050358,-1.9917,-0.091256,1,8.5e-008,8.5e-008,1.15e-007
-0.65011,-0.44212,-0.61798,-6.5011,-0.88423,-0.61798,1,8.5e-008,9.5e-008,1.15e-007
0.2458,-0.32037,-0.91485,2.458,-0.64074,-0.91485,1,9.5e-008,7.5e-008,1.15e-007
0.31919,-0.22747,-0.91999,3.1919,-0.45494,-0.91999,1,9.5e-008,6.5e-008,1.15e-007
-0.010588,-0.38284,-0.92375,-0.10588,-0.76569,-0.92375,1,9.5e-008,8.5e-008,1.15e-007
-0.24027,-0.32947,-0.91308,-2.4027,-0.65894,-0.91308,1,9.5e-008,9.5e-008,1.15e-007
0.87664,-0.36192,0.31703,8.7664,-0.72385,0.31703,1,9.5e-008,5.5e-008,1.15e-007
0.29048,-0.042391,-0.95594,2.9048,-0.084783,-0.95594,1,1.05e-007,6.5e-008,1.15e-007
-0.055151,-0.21297,0.9755,-0.55151,-0.42594,0.9755,1,1.05e-007,5.5e-008,1.15e-007
0.2008,-0.013498,-0.97954,2.008,-0.026995,-0.97954,1,1.05e-007,7.5e-008,1.15e-007
-0.0039186,0.00071274,-0.99999,-0.039186,0.0014255,-0.99999,1,1.05e-007,8.5e-008,1.15e-007
-0.19723,-0.029793,-0.9799,-1.9723,-0.059586,-0.9799,1,1.05e-007,9.5e-008,1.15e-007
-0.28819,-0.23693,-0.9278,-2.8819,-0.47387,-0.9278,1,9.5e-008,1.05e-007,1.15e-007
-0.27055,-0.063733,-0.96059,-2.7055,-0.12747,-0.96059,1,1.05e-007,1.05e-007,1.15e-007
0.23083,0.078704,-0.96981,2.3083,0.15741,-0.96981,1,1.15e-007,6.5e-008,1.15e-007
0.85122,0.52153,0.058541,8.5122,1.0431,0.058541,1,1.15e-007,5.5e-008,1.15e-007
0.14545,0.12176,-0.98184,1.4545,0.24353,-0.98184,1,1.15e-007,7.5e-008,1.15e-007
-0.0023081,0.13899,-0.99029,-0.023081,0.27798,-0.99029,1,1.15e-007,8.5e-008,1.15e-007
-0.1457,0.10848,-0.98336,-1.457,0.21696,-0.98336,1,1.15e-007,9.5e-008,1.15e-007
-0.22246,0.057859,-0.97322,-2.2246,0.11572,-0.97322,1,1.15e-007,1.05e-007,1.15e-007
0.10131,0.17433,-0.97946,1.0131,0.34865,-0.97946,1,1.25e-007,7.5e-008,1.15e-007
0.16943,0.1432,-0.97508,1.6943,0.28639,-0.97508,1,1.25e-007,6.5e-008,1.15e-007
-0.0040093,0.1859,-0.98256,-0.040093,0.37179,-0.98256,1,1.25e-007,8.5e-008,1.15e-007
-0.10737,0.16318,-0.98074,-1.0737,0.32636,-0.98074,1,1.25e-007,9.5e-008,1.15e-007
-0.14444,-0.98922,0.024148,-1.4444,-1.9784,0.024148,1,3.5e-008,6.5e-008,1.25e-007
-0.24116,-0.89817,0.36761,-2.4116,-1.7963,0.36761,1,3.5e-008,7.5e-008,1.25e-007
-0.098037,0.17828,0.97908,-0.98037,0.35655,0.97908,1,4.5e-008,7.5e-008,1.25e-007
-0.17546,0.13611,0.97503,-1.7546,0.27222,0.97503,1,4.5e-008,6.5e-008,1.25e-007
0.01194,0.20879,0.97789,0.1194,0.41759,0.97789,1,3.5e-008,8.5e-008,1.25e-007
0.019736,0.19618,0.98037,0.19736,0.39237,0.98037,1,4.5e-008,8.5e-008,1.25e-007
-0.35497,0.53361,0.76763,-3.5497,1.0672,0.76763,1,3.5e-008,9.5e-008,1.25e-007
0.13259,0.1757,0.97547,1.3259,0.3514,0.97547,1,4.5e-008,9.5e-008,1.25e-007
-0.47125,-0.88072,-0.047422,-4.7125,-1.7614,-0.047422,1,4.5e-008,5.5e-008,1.25e-007
-0.22845,0.064933,0.97139,-2.2845,0.12987,0.97139,1,5.5e-008,6.5e-008,1.25e-007
0.38489,-0.084802,-0.91906,3.8489,-0.1696,-0.91906,1,5.5e-008,5.5e-008,1.25e-007
-0.13259,0.11764,0.98416,-1.3259,0.23529,0.98416,1,5.5e-008,7.5e-008,1.25e-007
0.033236,0.14016,0.98957,0.33236,0.28033,0.98957,1,5.5e-008,8.5e-008,1.25e-007
0.18759,0.10975,0.9761,1.8759,0.21949,0.9761,1,5.5e-008,9.5e-008,1.25e-007
0.20395,0.13481,0.96965,2.0395,0.26963,0.96965,1,4.5e-008,1.05e-007,1.25e-007
0.26466,0.061459,0.96238,2.6466,0.12292,0.96238,1,5.5e-008,1.05e-007,1.25e-007
-0.27653,-0.070261,0.95843,-2.7653,-0.14052,0.95843,1,6.5e-008,6.5e-008,1.25e-007
0.13902,0.10893,0.98428,1.3902,0.21786,0.98428,1,6.5e-008,5.5e-008,1.25e-007
-0.17645,-0.037974,0.98358,-1.7645,-0.075948,0.98358,1,6.5e-008,7.5e-008,1.25e-007
0.052715,-0.020975,0.99839,0.52715,-0.041949,0.99839,1,6.5e-008,8.5e-008,1.25e-007
0.25523,-0.048556,0.96566,2.5523,-0.097111,0.96566,1,6.5e-008,9.5e-008,1.25e-007
0.32243,-0.072852,0.94378,3.2243,-0.1457,0.94378,1,6.5e-008,1.05e-007,1.25e-007
-0.19757,-0.38421,0.90186,-1.9757,-0.76842,0.90186,1,7.5e-008,7.5e-008,1.25e-007
-0.28282,-0.27378,0.91927,-2.8282,-0.54757,0.91927,1,7.5e-008,6.5e-008,1.25e-007
0.084207,-0.45791,0.885,0.84207,-0.91582,0.885,1,7.5e-008,8.5e-008,1.25e-007
0.30479,-0.37076,0.87729,3.0479,-0.74151,0.87729,1,7.5e-008,9.5e-008,1.25e-007
0.90192,0.4188,-0.10556,9.0192,0.83759,-0.10556,1,8.5e-008,7.5e-008,1.25e-007
0.22497,-0.46036,0.85875,2.2497,-0.92073,0.85875,1,8.5e-008,6.5e-008,1.25e-007
0.098253,-0.99072,-0.093915,0.98253,-1.9814,-0.093915,1,8.5e-008,8.5e-008,1.25e-007
0.8234,-0.41856,0.38317,8.234,-0.83712,0.38317,1,8.5e-008,9.5e-008,1.25e-007
0.28654,-0.33178,-0.89879,2.8654,-0.66357,-0.89879,1,9.5e-008,7.5e-008,1.25e-007
0.3429,-0.24333,-0.90731,3.429,-0.48666,-0.90731,1,9.5e-008,6.5e-008,1.25e-007
0.040243,-0.37966,-0.92425,0.40243,-0.75932,-0.92425,1,9.5e-008,8.5e-008,1.25e-007
-0.221,-0.3173,-0.92222,-2.21,-0.63459,-0.92222,1,9.5e-008,9.5e-008,1.25e-007
-0.69784,0.22182,-0.68105,-6.9784,0.44363,-0.68105,1,9.5e-008,5.5e-008,1.25e-007
0.31363,-0.050998,-0.94817,3.1363,-0.102,-0.94817,1,1.05e-007,6.5e-008,1.25e-007
0.12777,-0.98683,0.099152,1.2777,-1.9737,0.099152,1,1.05e-007,5.5e-008,1.25e-007
0.22885,-0.016172,-0.97333,2.2885,-0.032345,-0.97333,1,1.05e-007,7.5e-008,1.25e-007
0.019561,0.0094999,-0.99976,0.19561,0.019,-0.99976,1,1.05e-007,8.5e-008,1.25e-007
-0.1911,-0.015745,-0.98144,-1.911,-0.03149,-0.98144,1,1.05e-007,9.5e-008,1.25e-007
-0.28922,-0.22528,-0.93038,-2.8922,-0.45056,-0.93038,1,9.5e-008,1.05e-007,1.25e-007
-0.2757,-0.05194,-0.95984,-2.757,-0.10388,-0.95984,1,1.05e-007,1.05e-007,1.25e-007
0.25143,0.078791,-0.96466,2.5143,0.15758,-0.96466,1,1.15e-007,6.5e-008,1.25e-007
-0.70667,-0.70753,-0.00483,-7.0667,-1.4151,-0.00483,1,1.15e-007,5.5e-008,1.25e-007
0.16467,0.12735,-0.97809,1.6467,0.2547,-0.97809,1,1.15e-007,7.5e-008,1.25e-007
0.010156,0.15111,-0.98846,0.10156,0.30222,-0.98846,1,1.15e-007,8.5e-008,1.25e-007
-0.14391,0.12297,-0.98192,-1.4391,0.24594,-0.98192,1,1.15e-007,9.5e-008,1.25e-007
-0.22767,0.070675,-0.97117,-2.2767,0.14135,-0.97117,1,1.15e-007,1.05e-007,1.25e-007
0.11499,0.18418,-0.97614,1.1499,0.36837,-0.97614,1,1.25e-007,7.5e-008,1.25e-007
0.1869,0.14879,-0.97105,1.869,0.29757,-0.97105,1,1.25e-007,6.5e-008,1.25e-007
0.0035936,0.19933,-0.97993,0.035936,0.39865,-0.97993,1,1.25e-007,8.5e-008,1.25e-007
-0.10656,0.17774,-0.97829,-1.0656,0.35548,-0.97829,1,1.25e-007,9.5e-008,1.25e-007
-0.36107,-0.19155,-0.91265,-3.6107,-0.3831,-0.91265,1,3.5e-008,6.5e-008,1.35e-007
0.47948,-0.54535,0.68753,4.7948,-1.0907,0.68753,1,3.5e-008,7.5e-008,1.35e-007
-0.10171,0.19025,0.97645,-1.0171,0.38051,0.97645,1,4.5e-008,7.5e-008,1.35e-007
-0.18311,0.14702,0.97204,-1.8311,0.29404,0.97204,1,4.5e-008,6.5e-008,1.35e-007
0.014387,0.22095,0.97518,0.14387,0.4419,0.97518,1,3.5e-008,8.5e-008,1.35e-007
0.022381,0.20775,0.97793,0.22381,0.4155,0.97793,1,4.5e-008,8.5e-008,1.35e-007
0.65164,-0.74565,0.13916,6.5164,-1.4913,0.13916,1,3.5e-008,9.5e-008,1.35e-007
0.14099,0.18456,0.97266,1.4099,0.36911,0.97266,1,4.5e-008,9.5e-008,1.35e-007
-0.8639,-0.44313,0.2394,-8.639,-0.88625,0.2394,1,4.5e-008,5.5e-008,1.35e-007
-0.23875,0.073225,0.96832,-2.3875,0.14645,0.96832,1,5.5e-008,6.5e-008,1.35e-007
0.045242,-0.33393,-0.94151,0.45242,-0.66787,-0.94151,1,5.5e-008,5.5e-008,1.35e-007
-0.13761,0.12793,0.98219,-1.3761,0.25586,0.98219,1,5.5e-008,7.5e-008,1.35e-007
0.037047,0.14976,0.98803,0.37047,0.29952,0.98803,1,5.5e-008,8.5e-008,1.35e-007
0.19817,0.11509,0.97339,1.9817,0.23018,0.97339,1,5.5e-008,9.5e-008,1.35e-007
0.21566,0.14017,0.96636,2.1566,0.28034,0.96636,1,4.5e-008,1.05e-007,1.35e-007
0.27763,0.062663,0.95864,2.7763,0.12533,0.95864,1,5.5e-008,1.05e-007,1.35e-007
-0.28786,-0.065136,0.95546,-2.8786,-0.13027,0.95546,1,6.5e-008,6.5e-008,1.35e-007
-0.32828,0.037856,-0.94382,-3.2828,0.075713,-0.94382,1,6.5e-008,5.5e-008,1.35e-007
-0.18133,-0.03087,0.98294,-1.8133,-0.061741,0.98294,1,6.5e-008,7.5e-008,1.35e-007
0.059842,-0.015701,0.99808,0.59842,-0.031401,0.99808,1,6.5e-008,8.5e-008,1.35e-007
0.2682,-0.049535,0.96209,2.682,-0.099069,0.96209,1,6.5e-008,9.5e-008,1.35e-007
0.33501,-0.07756,0.93902,3.3501,-0.15512,0.93902,1,6.5e-008,1.05e-007,1.35e-007
-0.19708,-0.3807,0.90345,-1.9708,-0.7614,0.90345,1,7.5e-008,7.5e-008,1.35e-007
-0.29175,-0.27049,0.91745,-2.9175,-0.54098,0.91745,1,7.5e-008,6.5e-008,1.35e-007
0.099536,-0.4581,0.88331,0.99536,-0.9162,0.88331,1,7.5e-008,8.5e-008,1.35e-007
0.31817,-0.37724,0.86975,3.1817,-0.75449,0.86975,1,7.5e-008,9.5e-008,1.35e-007
0.42152,-0.68449,0.5948,4.2152,-1.369,0.5948,1,8.5e-008,7.5e-008,1.35e-007
-0.10828,-0.34393,0.93273,-1.0828,-0.68787,0.93273,1,8.5e-008,6.5e-008,1.35e-007
0.12379,-0.98779,-0.094582,1.2379,-1.9756,-0.094582,1,8.5e-008,8.5e-008,1.35e-007
0.26019,0.94659,0.19042,2.6019,1.8932,0.19042,1,8.5e-008,9.5e-008,1.35e-007
0.30075,-0.33731,-0.89206,3.0075,-0.67461,-0.89206,1,9.5e-008,7.5e-008,1.35e-007
0.35314,-0.2518,-0.90105,3.5314,-0.50359,-0.90105,1,9.5e-008,6.5e-008,1.35e-007
0.052855,-0.37862,-0.92404,0.52855,-0.75723,-0.92404,1,9.5e-008,8.5e-008,1.35e-007
-0.22333,-0.31339,-0.92299,-2.2333,-0.62677,-0.92299,1,9.5e-008,9.5e-008,1.35e-007
0.92732,-0.029939,-0.37308,9.2732,-0.059878,-0.37308,1,9.5e-008,5.5e-008,1.35e-007
0.32649,-0.05468,-0.94362,3.2649,-0.10936,-0.94362,1,1.05e-007,6.5e-008,1.35e-007
-0.9378,-0.040591,0.3448,-9.378,-0.081183,0.3448,1,1.05e-007,5.5e-008,1.35e-007
0.24133,-0.015464,-0.97032,2.4133,-0.030929,-0.97032,1,1.05e-007,7.5e-008,1.35e-007
0.024715,0.016067,-0.99957,0.24715,0.032134,-0.99957,1,1.05e-007,8.5e-008,1.35e-007
-0.19734,-0.0083097,-0.9803,-1.9734,-0.016619,-0.9803,1,1.05e-007,9.5e-008,1.35e-007
-0.29941,-0.22172,-0.92801,-2.9941,-0.44344,-0.92801,1,9.5e-008,1.05e-007,1.35e-007
-0.28734,-0.046574,-0.9567,-2.8734,-0.093147,-0.9567,1,1.05e-007,1.05e-007,1.35e-007
0.26416,0.081044,-0.96107,2.6416,0.16209,-0.96107,1,1.15e-007,6.5e-008,1.35e-007
0.97778,0.17806,0.1106,9.7778,0.35613,0.1106,1,1.15e-007,5.5e-008,1.35e-007
0.17437,0.13388,-0.97554,1.7437,0.26775,-0.97554,1,1.15e-007,7.5e-008,1.35e-007
0.012679,0.16138,-0.98681,0.12679,0.32275,-0.98681,1,1.15e-007,8.5e-008,1.35e-007
-0.14967,0.13339,-0.9797,-1.4967,0.26678,-0.9797,1,1.15e-007,9.5e-008,1.35e-007
-0.23799,0.079154,-0.96804,-2.3799,0.15831,-0.96804,1,1.15e-007,1.05e-007,1.35e-007
0.12259,0.19373,-0.97336,1.2259,0.38747,-0.97336,1,1.25e-007,7.5e-008,1.35e-007
0.19803,0.15513,-0.96784,1.9803,0.31026,-0.96784,1,1.25e-007,6.5e-008,1.35e-007
0.0054017,0.21122,-0.97742,0.054017,0.42243,-0.97742,1,1.25e-007,8.5e-008,1.35e-007
-0.11065,0.18976,-0.97557,-1.1065,0.37953,-0.97557,1,1.25e-007,9.5e-008,1.35e-007
-0.67079,-0.6662,-0.3259,-6.7079,-1.3324,-0.3259,1,3.5e-008,6.5e-008,1.45e-007
-0.40973,-0.85447,-0.31938,-4.0973,-1.7089,-0.31938,1,3.5e-008,7.5e-008,1.45e-007
-0.10946,0.19841,0.97399,-1.0946,0.39682,0.97399,1,4.5e-008,7.5e-008,1.45e-007
-0.19352,0.15383,0.96896,-1.9352,0.30765,0.96896,1,4.5e-008,6.5e-008,1.45e-007
0.012683,0.23013,0.97308,0.12683,0.46026,0.97308,1,3.5e-008,8.5e-008,1.45e-007
0.019058,0.21648,0.9761,0.19058,0.43296,0.9761,1,4.5e-008,8.5e-008,1.45e-007
-0.30481,-0.2198,-0.9267,-3.0481,-0.43959,-0.9267,1,3.5e-008,9.5e-008,1.45e-007
